,day,AAL,UAL,ANA,KLM,AFR,JAL,AXM,EZY,JST,ROU,RYR,TRA,CLX,FDX,GEC,GTI,UPS
0,2019-01-01 00:00:00+00:00,2158,1401,652,421,608,435,540,1337.0,365,96,1520.0,109,22,279,7,23,175
1,2019-01-02 00:00:00+00:00,2661,1592,655,493,656,435,529,1350.0,364,109,1898.0,115,19,529,6,65,340
2,2019-01-03 00:00:00+00:00,2602,1590,673,518,640,454,526,1410.0,361,116,1973.0,116,35,976,13,92,673
3,2019-01-04 00:00:00+00:00,2606,1594,666,501,662,463,528,1530.0,369,113,2097.0,128,27,864,16,99,609
4,2019-01-05 00:00:00+00:00,2504,1550,655,444,647,444,524,1267.0,326,112,2014.0,130,28,509,21,85,214
5,2019-01-06 00:00:00+00:00,2468,1559,646,460,683,460,534,1518.0,370,118,2061.0,132,34,264,23,75,94
6,2019-01-07 00:00:00+00:00,2544,1535,657,458,690,452,493,1297.0,365,113,1996.0,118,34,136,14,94,146
7,2019-01-08 00:00:00+00:00,2445,1410,642,279,686,442,472,908.0,369,101,1744.0,107,18,847,17,88,654
8,2019-01-09 00:00:00+00:00,2282,1369,643,483,682,435,481,824.0,358,90,1677.0,109,23,941,22,106,674
9,2019-01-10 00:00:00+00:00,2420,1369,646,471,668,437,489,984.0,369,101,1665.0,106,45,904,25,80,646
10,2019-01-11 00:00:00+00:00,2533,1439,642,462,669,422,514,1084.0,361,102,1671.0,111,38,796,21,100,547
11,2019-01-12 00:00:00+00:00,2378,1392,637,354,591,433,494,775.0,361,100,1510.0,96,32,490,29,91,219
12,2019-01-13 00:00:00+00:00,2221,1255,637,271,603,442,519,984.0,372,105,1506.0,106,32,244,24,78,98
13,2019-01-14 00:00:00+00:00,2537,1398,636,433,651,425,491,904.0,368,104,1557.0,87,37,134,28,88,130
14,2019-01-15 00:00:00+00:00,2425,1381,621,363,622,421,480,657.0,368,94,1260.0,53,27,820,22,88,626
15,2019-01-16 00:00:00+00:00,2243,1323,601,336,591,393,477,660.0,361,97,1327.0,53,26,951,20,93,650
16,2019-01-17 00:00:00+00:00,2367,1352,588,389,617,385,471,832.0,378,92,1397.0,89,43,904,29,80,626
17,2019-01-18 00:00:00+00:00,2452,1393,590,387,649,392,506,1109.0,348,101,1626.0,89,35,797,25,98,534
18,2019-01-19 00:00:00+00:00,2226,1323,585,346,575,383,477,823.0,368,95,1636.0,93,38,474,28,92,213
19,2019-01-20 00:00:00+00:00,1931,1209,587,460,626,410,509,1333.0,376,93,1834.0,124,37,225,21,66,86
20,2019-01-21 00:00:00+00:00,2421,1394,634,435,682,414,492,1168.0,363,103,1924.0,76,43,153,22,99,131
21,2019-01-22 00:00:00+00:00,2332,1404,620,408,577,406,486,808.0,367,100,1617.0,46,33,832,26,93,646
22,2019-01-23 00:00:00+00:00,2265,1419,600,456,669,408,468,790.0,359,82,1693.0,64,21,915,27,104,668
23,2019-01-24 00:00:00+00:00,2446,1430,634,414,662,393,424,1042.0,365,93,1733.0,90,44,930,25,101,658
24,2019-01-25 00:00:00+00:00,2580,1493,649,426,689,424,520,1353.0,365,96,1980.0,99,39,824,27,104,587
25,2019-01-26 00:00:00+00:00,2411,1464,620,341,592,417,481,872.0,364,104,1815.0,88,38,515,31,92,249
26,2019-01-27 00:00:00+00:00,2226,1327,630,405,640,418,508,1381.0,354,97,1923.0,117,41,252,32,80,103
27,2019-01-28 00:00:00+00:00,2442,1423,631,473,676,415,493,1198.0,354,109,1936.0,89,35,144,19,103,143
28,2019-01-29 00:00:00+00:00,2385,1454,626,405,650,399,469,806.0,361,93,1646.0,45,27,828,23,86,631
29,2019-01-30 00:00:00+00:00,2169,1359,628,387,615,398,530,793.0,280,94,1651.0,59,24,948,27,92,626
30,2019-01-31 00:00:00+00:00,2180,1398,607,418,662,379,540,1052.0,293,84,1744.0,97,44,931,30,102,659
31,2019-02-01 00:00:00+00:00,2492,1486,651,455,701,419,544,1320.0,308,97,1928.0,97,38,820,25,101,572
32,2019-02-02 00:00:00+00:00,2428,1506,654,390,600,420,530,1010.0,288,109,1879.0,98,44,491,28,98,249
33,2019-02-03 00:00:00+00:00,2251,1395,628,421,639,423,539,1398.0,303,110,1923.0,111,34,245,30,90,104
34,2019-02-04 00:00:00+00:00,2569,1540,624,439,679,424,534,1285.0,293,103,1929.0,85,39,139,24,87,129
35,2019-02-05 00:00:00+00:00,2507,1474,595,414,664,389,539,993.0,268,101,1648.0,46,44,850,25,95,637
36,2019-02-06 00:00:00+00:00,2308,1393,593,418,660,386,533,987.0,285,92,1669.0,61,33,925,30,92,657
37,2019-02-07 00:00:00+00:00,2505,1485,601,450,669,387,538,1227.0,291,95,1752.0,89,36,875,29,92,637
38,2019-02-08 00:00:00+00:00,2597,1519,611,440,694,407,539,1475.0,284,110,1950.0,95,16,816,24,94,536
39,2019-02-09 00:00:00+00:00,2395,1492,585,348,600,391,539,1171.0,289,107,1851.0,85,16,506,20,75,210
40,2019-02-10 00:00:00+00:00,2263,1373,620,406,637,414,527,1466.0,297,107,1897.0,112,21,262,23,74,97
41,2019-02-11 00:00:00+00:00,2592,1535,664,492,676,418,532,1427.0,295,111,1931.0,92,26,154,17,71,127
42,2019-02-12 00:00:00+00:00,2403,1433,638,430,664,422,512,1184.0,271,97,1614.0,57,19,848,22,79,629
43,2019-02-13 00:00:00+00:00,2293,1449,630,411,649,404,516,1167.0,284,85,1572.0,67,22,954,22,86,682
44,2019-02-14 00:00:00+00:00,2567,1588,629,437,669,390,509,1350.0,301,114,1737.0,104,37,920,25,97,680
45,2019-02-15 00:00:00+00:00,2720,1683,628,432,703,415,525,1506.0,304,110,1963.0,118,37,803,26,90,553
46,2019-02-16 00:00:00+00:00,2576,1630,656,408,614,428,510,1232.0,293,108,1830.0,117,35,496,27,94,228
47,2019-02-17 00:00:00+00:00,2472,1502,631,425,664,412,525,1504.0,299,111,1893.0,132,37,245,27,77,85
48,2019-02-18 00:00:00+00:00,2614,1677,646,450,677,411,493,1461.0,285,100,1904.0,110,36,152,20,70,128
49,2019-02-19 00:00:00+00:00,2628,1673,620,435,661,387,468,1255.0,269,113,1625.0,90,30,834,23,83,625
50,2019-02-20 00:00:00+00:00,2329,1470,625,447,657,406,474,1206.0,273,102,1653.0,99,23,902,23,99,639
51,2019-02-21 00:00:00+00:00,2376,1616,541,461,652,323,490,1362.0,283,100,1696.0,116,42,923,27,94,589
52,2019-02-22 00:00:00+00:00,2442,1625,569,449,687,364,515,1485.0,293,109,1904.0,132,30,777,25,90,492
53,2019-02-23 00:00:00+00:00,2318,1529,590,396,642,386,491,1243.0,280,119,1825.0,125,34,466,28,86,184
54,2019-02-24 00:00:00+00:00,2316,1468,549,419,684,356,508,1513.0,289,116,1895.0,129,38,222,30,71,72
55,2019-02-25 00:00:00+00:00,2432,1555,502,411,665,333,490,1471.0,279,116,1879.0,114,36,134,19,85,119
56,2019-02-26 00:00:00+00:00,2382,1592,484,412,663,289,474,1239.0,259,119,1633.0,86,30,819,22,82,601
57,2019-02-27 00:00:00+00:00,2452,1574,566,416,659,357,477,1192.0,272,117,1648.0,90,30,943,28,87,608
58,2019-02-28 00:00:00+00:00,2602,1752,647,397,651,410,479,1359.0,288,126,1746.0,101,41,917,30,84,641
59,2019-03-01 00:00:00+00:00,2659,1758,673,463,682,422,526,1517.0,289,122,1934.0,126,43,821,32,108,564
60,2019-03-02 00:00:00+00:00,2546,1683,655,361,639,431,513,1221.0,287,113,1867.0,111,44,504,28,94,239
61,2019-03-03 00:00:00+00:00,2556,1622,651,388,672,425,526,1476.0,307,122,1824.0,124,35,223,28,77,85
62,2019-03-04 00:00:00+00:00,2588,1674,653,439,669,434,511,1487.0,295,111,1984.0,132,36,172,24,85,141
63,2019-03-05 00:00:00+00:00,2644,1732,643,456,677,405,525,1242.0,271,128,1622.0,87,28,827,22,84,625
64,2019-03-06 00:00:00+00:00,2607,1655,637,428,675,404,511,1211.0,280,116,1659.0,91,30,942,25,92,677
65,2019-03-07 00:00:00+00:00,2643,1767,647,460,673,406,515,1373.0,289,125,1716.0,127,45,928,32,94,660
66,2019-03-08 00:00:00+00:00,2662,1822,655,442,698,425,527,1496.0,312,125,1940.0,126,36,833,27,101,550
67,2019-03-09 00:00:00+00:00,2516,1802,643,433,654,411,519,1198.0,298,120,1838.0,124,39,494,24,96,235
68,2019-03-10 00:00:00+00:00,2545,1870,627,437,678,415,509,1476.0,305,127,1869.0,141,40,258,31,79,96
69,2019-03-11 00:00:00+00:00,2487,1810,571,389,717,376,524,1473.0,286,119,1908.0,139,38,127,22,84,138
70,2019-03-12 00:00:00+00:00,2355,1815,515,453,723,329,527,1261.0,270,116,1611.0,98,33,867,27,97,586
71,2019-03-13 00:00:00+00:00,2288,1599,542,424,693,336,519,1224.0,271,119,1661.0,108,24,912,26,84,614
72,2019-03-14 00:00:00+00:00,2348,1477,533,444,697,328,518,1386.0,281,113,1714.0,137,48,871,32,97,565
73,2019-03-15 00:00:00+00:00,2467,1810,535,440,714,339,512,1514.0,279,127,1933.0,138,30,767,29,91,500
74,2019-03-16 00:00:00+00:00,2347,1733,581,435,632,390,527,1199.0,298,115,1801.0,121,36,471,30,82,182
75,2019-03-17 00:00:00+00:00,2316,1703,565,453,681,375,520,1493.0,296,121,1883.0,136,39,218,31,69,91
76,2019-03-18 00:00:00+00:00,2493,1801,522,477,701,343,506,1479.0,297,111,1884.0,121,42,129,25,84,124
77,2019-03-19 00:00:00+00:00,2306,1774,551,463,687,342,525,1242.0,256,119,1585.0,100,36,874,25,79,590
78,2019-03-20 00:00:00+00:00,2315,1729,511,459,704,326,505,1219.0,281,122,1656.0,102,30,917,30,81,620
79,2019-03-21 00:00:00+00:00,2355,1758,466,452,705,303,518,1366.0,285,113,1730.0,107,44,864,32,101,584
80,2019-03-22 00:00:00+00:00,2429,1727,504,433,705,311,529,1504.0,299,121,1928.0,134,31,769,27,87,499
81,2019-03-23 00:00:00+00:00,2286,1798,505,458,633,315,529,1220.0,291,121,1805.0,133,41,473,28,93,173
82,2019-03-24 00:00:00+00:00,2262,1700,478,470,687,309,519,1489.0,290,120,1883.0,133,37,207,30,68,99
83,2019-03-25 00:00:00+00:00,2356,1799,456,475,705,274,521,1429.0,286,122,1880.0,135,39,116,24,93,147
84,2019-03-26 00:00:00+00:00,2359,1839,424,489,732,271,524,1261.0,269,109,1613.0,103,35,884,23,94,613
85,2019-03-27 00:00:00+00:00,2389,1803,378,460,705,233,532,1221.0,264,119,1651.0,101,28,915,31,80,608
86,2019-03-28 00:00:00+00:00,2430,1840,452,457,687,284,523,1360.0,284,114,1737.0,111,43,873,31,99,610
87,2019-03-29 00:00:00+00:00,2471,1872,509,463,714,341,517,1503.0,288,119,1957.0,133,37,780,32,90,515
88,2019-03-30 00:00:00+00:00,2331,1739,517,433,639,338,536,685.0,282,117,1805.0,121,41,484,29,82,192
89,2019-03-31 00:00:00+00:00,2287,1749,524,502,720,324,529,819.0,291,111,1894.0,153,35,218,28,66,103
90,2019-04-01 00:00:00+00:00,2495,1893,578,546,740,353,539,816.0,296,115,2328.0,147,47,131,21,81,156
91,2019-04-02 00:00:00+00:00,2401,1816,571,481,724,360,537,767.0,253,102,2270.0,106,36,857,23,79,612
92,2019-04-03 00:00:00+00:00,2425,1868,600,492,719,356,521,767.0,283,108,2271.0,111,39,951,25,94,636
93,2019-04-04 00:00:00+00:00,2430,1880,651,492,749,405,516,807.0,306,110,2256.0,122,45,915,28,89,642
94,2019-04-05 00:00:00+00:00,2521,1855,561,531,758,341,530,854.0,330,103,2363.0,155,42,778,29,105,508
95,2019-04-06 00:00:00+00:00,2292,1792,591,494,703,386,535,750.0,332,105,2288.0,138,41,487,26,85,198
96,2019-04-07 00:00:00+00:00,2338,1687,575,519,728,357,539,845.0,351,112,2322.0,156,36,229,33,59,98
97,2019-04-08 00:00:00+00:00,2514,1900,595,543,748,373,546,824.0,334,111,2343.0,146,33,140,23,87,147
98,2019-04-09 00:00:00+00:00,2415,1813,575,549,729,347,544,785.0,349,82,2263.0,133,33,863,23,91,618
99,2019-04-10 00:00:00+00:00,2441,1737,558,542,731,339,539,769.0,343,92,2249.0,129,35,935,29,92,633
100,2019-04-11 00:00:00+00:00,2475,1629,547,549,743,337,537,811.0,354,100,2256.0,142,41,876,33,103,611
101,2019-04-12 00:00:00+00:00,2517,1874,592,546,761,364,537,868.0,338,108,2380.0,154,32,795,26,101,499
102,2019-04-13 00:00:00+00:00,2220,1805,589,493,718,374,554,755.0,350,104,2307.0,142,37,475,30,89,193
103,2019-04-14 00:00:00+00:00,1911,1630,543,514,750,347,543,861.0,347,107,2322.0,153,40,227,30,70,107
104,2019-04-15 00:00:00+00:00,2181,1842,540,539,752,343,541,848.0,349,101,2364.0,148,42,126,20,100,169
105,2019-04-16 00:00:00+00:00,2434,1883,561,551,746,354,549,774.0,344,95,2268.0,124,30,878,26,86,615
106,2019-04-17 00:00:00+00:00,2449,1809,579,489,745,365,544,780.0,347,90,2264.0,124,32,949,25,88,647
107,2019-04-18 00:00:00+00:00,2314,1859,534,544,760,316,547,837.0,350,99,2289.0,186,39,861,32,93,636
108,2019-04-19 00:00:00+00:00,2362,1795,566,535,772,349,555,875.0,345,95,2404.0,201,37,739,27,88,511
109,2019-04-20 00:00:00+00:00,2265,1790,572,501,730,364,556,760.0,354,106,2311.0,203,38,454,29,77,217
110,2019-04-21 00:00:00+00:00,2267,1734,529,518,711,317,558,856.0,351,114,2361.0,204,43,216,27,79,112
111,2019-04-22 00:00:00+00:00,2549,1880,589,496,735,390,552,850.0,350,103,2383.0,195,48,93,16,87,111
112,2019-04-23 00:00:00+00:00,2445,1891,544,529,746,341,547,796.0,345,93,2287.0,183,29,877,18,89,647
113,2019-04-24 00:00:00+00:00,2416,1803,540,472,724,316,533,771.0,358,95,2250.0,151,31,929,19,90,650
114,2019-04-25 00:00:00+00:00,2510,1889,547,475,736,331,545,843.0,352,100,2268.0,159,36,884,25,93,638
115,2019-04-26 00:00:00+00:00,2420,1864,598,480,747,385,547,876.0,359,96,2382.0,173,35,759,23,95,534
116,2019-04-27 00:00:00+00:00,2333,1818,626,443,733,382,556,740.0,342,108,2324.0,169,38,470,35,79,232
117,2019-04-28 00:00:00+00:00,2348,1768,573,493,750,370,532,850.0,351,107,2354.0,195,46,229,32,72,114
118,2019-04-29 00:00:00+00:00,2514,1936,572,547,724,360,559,864.0,346,101,2361.0,203,38,120,20,95,168
119,2019-04-30 00:00:00+00:00,2387,1899,576,511,713,344,537,821.0,270,99,2272.0,165,32,887,17,82,631
120,2019-05-01 00:00:00+00:00,2411,1894,583,518,674,377,548,813.0,276,92,2277.0,169,34,892,25,74,641
121,2019-05-02 00:00:00+00:00,2341,1896,590,509,718,380,538,862.0,294,100,2296.0,182,44,876,28,81,612
122,2019-05-03 00:00:00+00:00,2541,1946,587,527,744,380,555,880.0,306,105,2397.0,194,30,772,16,80,520
123,2019-05-04 00:00:00+00:00,2476,1840,621,456,715,409,549,752.0,271,108,2213.0,194,33,472,21,70,210
124,2019-05-05 00:00:00+00:00,2361,1751,585,509,738,360,533,864.0,287,101,2363.0,207,34,231,20,68,102
125,2019-05-06 00:00:00+00:00,2600,1909,562,516,748,357,489,879.0,268,100,2389.0,196,27,108,17,84,151
126,2019-05-07 00:00:00+00:00,2572,1868,573,492,712,328,493,827.0,239,96,2303.0,150,22,884,18,82,647
127,2019-05-08 00:00:00+00:00,2364,1844,531,481,643,325,487,821.0,256,102,2200.0,151,30,935,24,98,652
128,2019-05-09 00:00:00+00:00,2624,1994,562,472,632,333,482,796.0,262,107,1922.0,166,43,898,29,89,676
129,2019-05-10 00:00:00+00:00,2613,1930,595,522,733,367,500,880.0,286,113,2467.0,202,37,785,28,84,583
130,2019-05-11 00:00:00+00:00,2373,1901,597,521,711,372,475,775.0,262,113,2338.0,203,41,467,27,92,279
131,2019-05-12 00:00:00+00:00,2366,1719,603,511,733,386,473,891.0,278,101,2362.0,202,47,210,34,87,119
132,2019-05-13 00:00:00+00:00,2549,1889,570,534,746,354,474,864.0,264,97,2387.0,200,36,130,23,93,150
133,2019-05-14 00:00:00+00:00,2601,1956,552,532,723,336,454,828.0,236,103,2292.0,173,32,883,21,90,638
134,2019-05-15 00:00:00+00:00,2569,1860,527,525,730,320,467,824.0,253,107,2271.0,174,38,902,27,98,656
135,2019-05-16 00:00:00+00:00,2606,1896,565,514,758,344,463,867.0,273,102,2269.0,177,48,879,34,96,631
136,2019-05-17 00:00:00+00:00,2659,1956,545,529,746,315,478,888.0,279,119,2396.0,200,38,794,27,100,546
137,2019-05-18 00:00:00+00:00,2299,1806,566,511,716,366,470,781.0,252,122,2334.0,192,39,464,32,87,219
138,2019-05-19 00:00:00+00:00,2287,1730,547,499,731,335,484,856.0,284,126,2317.0,190,43,234,30,82,111
139,2019-05-20 00:00:00+00:00,2684,1987,562,527,746,341,478,869.0,257,130,2373.0,188,41,134,22,92,151
140,2019-05-21 00:00:00+00:00,2540,1879,555,520,713,346,463,803.0,235,106,2265.0,166,35,869,23,93,631
141,2019-05-22 00:00:00+00:00,2618,1900,523,524,730,314,480,818.0,256,109,2266.0,163,31,910,22,97,656
142,2019-05-23 00:00:00+00:00,2564,1912,554,503,749,343,497,846.0,263,127,2293.0,164,42,869,35,92,641
143,2019-05-24 00:00:00+00:00,2650,2022,570,542,755,349,499,879.0,283,124,2408.0,203,40,766,25,100,544
144,2019-05-25 00:00:00+00:00,2536,1905,575,550,724,348,500,771.0,265,121,2339.0,189,36,462,28,83,223
145,2019-05-26 00:00:00+00:00,2216,1634,574,533,734,369,525,883.0,285,138,2352.0,196,46,215,32,83,93
146,2019-05-27 00:00:00+00:00,2334,1840,575,558,756,375,499,867.0,252,131,2394.0,202,39,115,18,72,102
147,2019-05-28 00:00:00+00:00,2537,1910,572,536,747,353,488,837.0,241,111,2297.0,170,29,231,21,79,272
148,2019-05-29 00:00:00+00:00,2379,1884,565,493,751,341,518,810.0,257,113,2283.0,146,36,928,27,87,632
149,2019-05-30 00:00:00+00:00,2399,1945,561,481,715,342,546,864.0,272,134,2296.0,167,43,934,30,97,710
150,2019-05-31 00:00:00+00:00,2571,1911,498,492,689,285,517,895.0,274,125,2399.0,172,37,737,27,93,541
151,2019-06-01 00:00:00+00:00,2383,1767,582,474,712,369,580,774.0,259,132,2352.0,174,39,465,31,76,222
152,2019-06-02 00:00:00+00:00,2264,1726,559,475,758,348,579,898.0,277,144,2395.0,174,46,234,26,78,117
153,2019-06-03 00:00:00+00:00,2585,1953,544,494,761,345,585,892.0,272,152,2425.0,172,42,131,14,92,157
154,2019-06-04 00:00:00+00:00,2532,1967,511,510,753,320,585,836.0,243,139,2338.0,157,30,877,19,86,639
155,2019-06-05 00:00:00+00:00,2504,1889,521,531,755,325,533,838.0,262,137,2328.0,167,29,922,24,96,656
156,2019-06-06 00:00:00+00:00,2620,1986,519,484,756,296,549,877.0,280,150,2338.0,179,43,879,25,94,670
157,2019-06-07 00:00:00+00:00,2574,1885,472,458,717,284,557,868.0,277,143,2322.0,176,30,656,27,94,512
158,2019-06-08 00:00:00+00:00,2484,1927,579,438,722,358,573,775.0,265,149,2365.0,171,30,480,24,82,217
159,2019-06-09 00:00:00+00:00,2463,1919,587,481,715,372,585,916.0,286,154,2380.0,199,39,229,25,78,85
160,2019-06-10 00:00:00+00:00,2308,1993,588,529,742,353,559,879.0,280,149,2430.0,196,40,112,15,89,115
161,2019-06-11 00:00:00+00:00,2596,2063,572,498,762,347,583,834.0,240,146,2325.0,162,28,863,16,84,621
162,2019-06-12 00:00:00+00:00,2548,2011,569,516,748,349,569,818.0,265,143,2325.0,170,34,896,24,103,653
163,2019-06-13 00:00:00+00:00,2620,1953,553,490,761,344,587,873.0,275,150,2341.0,175,40,858,31,104,645
164,2019-06-14 00:00:00+00:00,2675,2070,595,489,767,374,582,917.0,300,147,2389.0,188,35,748,25,100,565
165,2019-06-15 00:00:00+00:00,2509,1919,527,433,711,328,581,767.0,252,149,2252.0,174,35,454,26,86,232
166,2019-06-16 00:00:00+00:00,2407,1949,619,471,743,391,588,905.0,295,152,2365.0,186,48,231,31,77,121
167,2019-06-17 00:00:00+00:00,2494,2021,579,453,756,379,541,865.0,279,144,2351.0,164,37,121,20,97,157
168,2019-06-18 00:00:00+00:00,2582,1995,537,529,749,319,542,853.0,244,136,2331.0,168,28,874,22,90,658
169,2019-06-19 00:00:00+00:00,2508,1996,527,473,764,320,538,833.0,265,139,2323.0,150,32,905,26,92,667
170,2019-06-20 00:00:00+00:00,2453,1947,560,497,773,354,550,892.0,283,141,2350.0,171,45,874,33,93,665
171,2019-06-21 00:00:00+00:00,2625,2060,601,496,782,368,550,903.0,294,160,2443.0,183,34,764,27,97,561
172,2019-06-22 00:00:00+00:00,2477,1996,549,500,741,319,548,772.0,260,161,2344.0,193,37,453,24,94,226
173,2019-06-23 00:00:00+00:00,2473,1928,561,492,770,349,552,911.0,282,158,2411.0,185,42,235,30,77,118
174,2019-06-24 00:00:00+00:00,2440,2112,558,493,782,339,544,880.0,296,167,2422.0,180,38,132,19,101,156
175,2019-06-25 00:00:00+00:00,2633,2056,542,507,771,321,539,853.0,260,163,2361.0,152,33,879,23,99,649
176,2019-06-26 00:00:00+00:00,2511,2099,463,515,731,296,515,823.0,268,156,2262.0,177,28,813,22,86,633
177,2019-06-27 00:00:00+00:00,2601,2042,493,517,771,308,540,873.0,292,159,2340.0,182,45,862,30,95,661
178,2019-06-28 00:00:00+00:00,2649,2044,505,530,788,334,562,879.0,357,167,2440.0,186,37,782,23,91,563
179,2019-06-29 00:00:00+00:00,2475,1999,454,463,735,304,557,785.0,358,152,2357.0,167,38,451,28,87,238
180,2019-06-30 00:00:00+00:00,2550,1920,484,493,763,327,561,897.0,346,166,2395.0,181,50,238,29,93,126
181,2019-07-01 00:00:00+00:00,2688,2151,583,516,788,371,540,884.0,344,174,2428.0,194,44,125,15,98,162
